question,true_short_answer,predicted_short_answer
"[header] Anıt resmi nasıl oluşturulur [title] Bu kişinin belirli bir zaman dilimindeki en sevdiğiniz fotoğraflarından birkaçını bulun. [adım] Anaokulu sınıfınızda olsalardı, liseyi sizinle birlikte bitirmiş olsalardı ve 80'li yaşlarınıza kadar en iyi arkadaşınız olsaydı, pek çok seçeneğiniz olurdu. Eğer kişiyi kısa bir süredir tanıyorsanız arkadaşlarınızdan ve aile üyelerinden katkı isteyin.
Şıklar:
A- [alt adımlar] Fotoğraflarınızla, bu kişinin belirli bir dizi fotoğrafını tekeline almayı düşünün. Bu da fotoğraflara yakınlık hissi veriyor.
B- [title] En sevdiğiniz sanat ve müzik öğelerinden bazılarını fotoğraflara ekleyin. [adım] Excel = sekmeleri kullanabiliyorsanız [başlık] Fotoğrafı hizalamak için gösterişli, eğlenceli etiketler bulun.
C- Film rulosu değerlendirmeleri arasında çeşitli sahne donanımları, kameralar veya yan ve lens kararlarının düzenlenmesi yer alır. [alt adımlar] Malzemeleri önceden düzenlemek belki de fotoğraflarınızı nasıl düzenleyeceğinizi belirleyen en önemli noktadır.
D- Orijinal fotoğrafı kullanmak istemiyorsanız, fotoğrafları istediğiniz en temiz kalitede kopyalayın. [title] Fotoğraflarınızı geniş, temiz ve kuru bir yüzeye yerleştirin ve ilk seçimlerinizi daraltmaya çalışın.",D,A
"[başlık] 3d kaplama görünümü simgeleri nasıl kullanılır [başlık] Ekranın sağ üst köşesindeki görünüm simgelerini bulun. [adım] Sırayla açıklanacaklar. [title] Formunuzdaki ortam ışığı yoğunluğunu değiştirin.
Şıklar:
A- [adım] Ekranınızın sol üst köşesinden başlayın ve hemen yanında, "" arka plan "" altında bir "" alan "" olacaktır. Bu alanı bulduğunuzdan emin olmak için arka planı "" yeni "" olarak değiştir'i tıklayın.
B- [adım] Bu, güneşin etrafta dolaşması gibidir (ya da daha büyük olasılıkla, kişinin etrafta hareket etmesi ve güneş alması). [alt adımlar] Güneşe benzeyen simgeye tıklayın.
C- [adım] Simgenizin yüzeyini yarı saydam hale getirerek, gölgelenmesini istediğiniz alanı vurgulamak ve kararmasını önlemek için aynaları kullanın. Pencerenizdeki ortam ışık yoğunluğunu kademeli olarak azaltın.
D- [adım] Şekliniz çok büyükse, daha fazla ortam ışığı olmasa da daha iyi bitki örtüsü sağlamak için lambaları biraz hareket ettirin. [başlık] "" 3d "" simgesine dokunun.",B,B
"[header] Hazır pirinç nasıl pişirilir [title] Suyu kaynatın. [adım] Orta boy bir tencereye 1 bardak (237 ml) su dökün ve yüksek ateşteki ocağa koyun. Suyun tamamen kaynamasına izin verin, bu yaklaşık 5 dakika sürecektir.
Şıklar:
A- [alt adımlar] Su, pirincin daha hızlı yumuşamasına yardımcı olacak ve sudaki gerilimi azaltacak şekilde 110 ila 145 fahrenheit (121,2 ila 192,4 santigrat derece) civarında bir basınçta olmalıdır. [başlık] Pirinci 4 ila 5 dakika pişirin.
B- [alt adımlar] 2 litrelik (1,9 l) bir tencere genellikle 1 bardak (200 g) pirinç için iyi bir boyuttur. Tercih ederseniz, pirince eklenen lezzeti vermek için su yerine tavuk veya sebze suyunu kullanabilirsiniz.
C- [alt adımlar] Çabuk kaynatılan pirinci çoğu markette bulabilirsiniz. Pirinç çeşitli şekil ve boyutlarda gelir ve ""anında"" en iyi seçenektir.
D- [alt adımlar] Paketlenmiş pirinç kullanıyorsanız, önce pirincin buharda pişirilmesi veya küçük parçalara kesilmesi gerekir. Tavaya koymadan önce pirinci çıkardığınızdan ve suyunu boşalttığınızdan emin olun.",B,A
"Adam çalmayı bırakıyor ve zaman zaman mızıkayı işaret edecek şekilde el hareketleriyle kamerayla konuşmaya başlıyor. adam
Şıklar:
A- ekranın alt kısmında beyaz harflerle armonika üzerinde açılan notalar ve 4 kırmızı rakam dahil olmak üzere ayağa kalkar ve tekrara katılır.
B- kameraya bakarken mızıka çalıyor ve mızıkayı okumak için periyodik olarak duraklıyor.
C- daha sonra vurduğu notanın türünü belirtmek için ellerini kullanarak tekrar çalmaya başlar.
D- oynamaya devam eder ve artık konuşmayarak biter.",C,B
"[başlık] Aile toplantılarında dramadan nasıl kaçınılır? [başlık] Olası stres etkenlerini önceden tahmin edin. [adım] Bir aile toplantısından önce karşılaşabileceğiniz stres etkenlerini düşünün. Belki sinir bozucu bir teyzenizi görmekten ya da annenizin yemeklerinizle ilgili olumsuz yorumlarını dinlemekten endişeleniyorsunuz.
Şıklar:
A- Yaşamınızdaki olası stres etkenlerini değerlendirin. Gelecekte olacağını biliyorsanız ona göre plan yapın.
B- Siz televizyon izlerken kardeşlerinizin tuvalete koştuğunu görmekten de endişe duyabilirsiniz. Bu stres etkenleri kontrol edebileceğiniz bir şey değilse, bunlara önceden hazırlanmanız gerekir.
C- Olası tetikleyiciler hakkında daha fazla farkındalığa sahip olarak, onlarla daha iyi başa çıkabilirsiniz. [alt adımlar] Aile toplantılarında karşılaştığınız en yaygın stres etkenlerini yazmayı düşünün.
D- Bunu yalnızca annenizi sakinleştirmek için yapacağınızı kendinize hatırlatın. [alt adımlar] Olumsuz düşüncelerinizi rahatlatıcı bir sessizlikle gözden geçirin.",C,C
"Duvarın önünde bir dart tahtası gösteriliyor. Bir adam yavaş çekimde kolunu kaldırıyor, tahtaya birbiri ardına dart atıyor. O
Şıklar:
A- tahtaya doğru yürür ve ona uzanır.
B- yere düşer ve tahtada dart atarak ve dik durarak bir sayı yapar.
C- dartları çıkarmaya çalışıyor ve biri onun gözünü tutuyor.
D- dartları atar, sonra bir daire şeklinde durur ve etrafta koşar.",A,D
"[header] Kasiyer deneyimini özgeçmişe nasıl yerleştirebilirsiniz? [title] İş tanımını okuyun ve özgeçmişinize anahtar kelimeler ekleyin. [adım] Sorumlulukları ve beklentileri anlamak için işi gözden geçirin. Temel görevleri arayın ve özgeçmişinizi tamamlarken açıklamada kullanılan benzer kelimeleri gövdeye ekleyin.
Şıklar:
A- İş tanımı nasıl çalışmayı planladığınızı açıklıyorsa, bu, kasiyer olarak uygulamanızın iş tanımıyla çok alakalı olduğu anlamına gelir. Örneğin, eğer iş satışsa, profesyonel yeteneklerinizi göstermek için özgeçmişinize ""satış satışları"" ekleyin.
B- Benzersiz bir şekilde yetenekli olduğunuz belirli özellikleri vurgulayın ve bu becerileri iş tanımında açıklayın. [alt adımlar] Örneğin, eğer bir pasta şefiyseniz, pasta şeflerinin becerilerini ve mutfak enstitüsünden gelen referansları araştırmayı düşünün.
C- [alt adımlar] Örneğin, açıklamalarda ""kanıtlanmış para idare etme yeteneği"" yazdığını görürseniz, kilisenizin yıllık bağış toplama etkinliği, bebek bakıcılığı veya yarı zamanlı iş gibi herhangi bir para idaresi deneyiminizi dahil ettiğinizden emin olun. Bunu ""beceriler"" bölümüne yazın.
D- En yüksek kredi puanınız, uygun eğitiminiz ve başvurduğunuz şirket veya kuruluştaki gönüllü deneyiminiz gibi bazı önemli bilgileri unutmayın. Özgeçmişinizin gövdesine en iyi niteliklerinizin bir ön listesini yazın ve bitirdiğinizde bunu analiz edin.",C,C
"[header] Lehim nasıl sökülür [title] Çıkarılacak bileşenin terminallerini bulun. [adım] Lehim emici olarak da adlandırılan bir lehim sökme pompası, lehimlenmiş bileşenleri devre kartından ayırmak için erimiş lehimi vakumlar. Her bir bileşeni yerinde tutan belirli noktaları izole etmek için panelin her iki tarafını da iyice inceleyin.
Şıklar:
A- [başlık] Lehim emicinin bir ucundan bir kabloyu çıkarın. [adım] Lehim emicinin bir ucunu iki zincir bağlantısına ayırın.
B- [alt adımlar] Lehim sökme pompası delikli bağlantılar için en iyi sonucu verir. Bunu yüzeye monte cihazlarda da kullanabilirsiniz, ancak daha az etkilidir.
C- Alternatif olarak, her bir bileşen veya devre kartı üzerindeki her terminal terminalini zorla kesmek için lehimleme emici aletini kullanabilirsiniz. [alt adımlar] Lehim sökme pompasının tamamen etkili olması dört ila altı hafta sürecektir.
D- Bunun yapılmaması kafa karışıklığına ve patlamaya neden olabilir. [alt adımlar] Bir İngiliz anahtarı kullanarak bileşenlerin her birindeki lehimi sifonla çekin.",B,B
"Adam, elinde sopayı tutan gözleri bağlı kadını döndürüyor. Ancak
Şıklar:
A- sonra sopayı sallamaya başlıyor ve adam yoldan çekiliyor.
B- Kadın sopasını sallamak yerine adamın kafasını sallıyor.
C- kadının başka bir sopası var ve adamın tam suratına vuruyor.
D- adama vurmak için sopayı kullanmak yerine, adamın ayağına basıyor ve kız onu bırakıyor, bu da kızı kendi etrafında döndürüyor ve adama vuruyor.",A,B
"[header] İmgesel şiirler nasıl yazılır [title] Şiiriniz için bir konu hakkında beyin fırtınası yapın. [adım] Hakkında yazmak istediğiniz bir konuyu (veya konuların listesini) bulmak göz korkutucu olabilir. Aşk gibi büyük şiirsel bir temayı kullanmak cazip gelse de, küçük ve spesifik bir şeyle çalışmak genellikle daha kolaydır.
Şıklar:
A- [alt adımlar] Halka açık yerlere çıkın ve kendinizi çevrenize bırakın; kulaklık kullanmadan veya arkadaşlarınıza mesaj göndermeden. Bir defter ve kalem alın, bir yere oturun ve etrafınızdaki dünyayı gözlemleyin.
B- Konunuzla ilgili beyin fırtınası yaparken, bu şiiri yazdığınız konu hakkında uzun notlar veya kısa cümleler yazamayacağınızı unutmayın. Bunun ilk taslağınız değil, ilk okumanız olduğunu unutmayın.
C- Oradan, birkaç anahtar kelimeyle, ele alacağınız çeşitli konular üzerinde beyin fırtınası yapabileceğiniz bir kurs, hatta belki bir veya iki sınıf bile alabilirsiniz. Küçük, önemsiz sorunlar bile sıklıkla kolayca ortaya çıkabilir.
D- [alt adımlar] Kendi türünüzle eşleşen bir tema üzerinde beyin fırtınası yapmakta zorlanabilirsiniz. Bir fikir için fazla zamanınızın olmadığını düşünüyorsanız, bir arkadaşınıza birisiyle oturup tarzınıza uygun bir konu seçip seçemeyeceğinizi sormayı deneyin.",A,C
"[başlık] Tuzak telli tuzak nasıl oluşturulur [başlık] Uygun bir yer arayın. [adım] Yakınlarda genç, esnek bir ağaç olmalı ve geri çekildiğinde tüm hareket aralığını (faydalı olması için minimum 2 m) kullanmasını engelleyen hiçbir şey olmamalıdır. Ağaç direniyorsa ısrar etmeyin çünkü kesinlikle aradığınız tür değildir.
Şıklar:
A- [başlık] Ağacın gövdesinin tepesindeki deliği veya yaklaşık iki taşı bulun. [adım] Bu deliğin torbaya tungsten miktarını tutacak kadar büyük olması gerekir.
B- [başlık] Bir kampçı veya av sundurması satın alın. [adım] Katılmadan önce, bol miktarda sağlam ahşabı ve yeterince yüksek yaprakları olan bir tane arayın.
C- [başlık] Kabloları sağlanan tellerden birine bağlayın. [title] İp tellerini ağaçtan yaklaşık 1 m uzağa yerleştirin.
D- Kullanılacak iyi ağaçlar, güçlü ve esnek oldukları için genç söğütlerdir. [title] Tuzağı engellememeleri için bölgedeki orman tabanındaki yaprakları ve ince dalları temizleyin.",D,D
"[header] Kötü krediyle mobilya nasıl satın alınır? [title] Fiyat aralığınızı öğrenin. [adım] Kaliteli mobilyalar oldukça pahalı olabilir. Yalnızca bir veya iki parça mobilyaya ihtiyacınız varsa, biraz daha kaliteli bir ürün seçmek o kadar da maliyetli olmayacaktır.
Şıklar:
A- En iyi seçim, ürünü ilk kez almadan önce uygun bir fiyata ulaşan seçimdir, ancak daha sonra mükemmel kalitede mobilya için fiyat nadiren değişecektir. [alt adımlar] Örneğin, bir mobilya mağazasında 300$ harcarsanız ve yalnızca tek bir parça istiyorsanız, evde 1.125$ kazanırsınız.
B- Ayrıca birkaç emlakçıyla konuşabilir ve daha düşük kaliteli mobilyalar arayabilirsiniz. Aradığınız fiyat aralığını henüz bilmiyorsanız, yerel ev geliştirme merkezinize gidin ve satın alma işleminizi yapmadan önce almanız gereken fiyat aralığını size göstermelerini isteyin.
C- Ancak bir evin veya dairenin tamamını döşeyecekseniz potansiyel maliyetleri düşünmek bunaltıcı olabilir. Herhangi bir mobilyaya bakmadan önce kendinize gerçekçi bir bütçe belirlemek isteyeceksiniz.
D- Mobilyaları satın almadan önce her açıdan inceleyin. Renk, dayanıklılık ve yumuşaklık gibi aradığınız maliyetlerle çelişmeyecek ortak teşvikler bulun.",C,C
"[header] Hasır mobilya nasıl yıkanır [title] Nemli bir bez veya süngerle silin. [adım] Kiri çıkarmak ve parlaklığı korumak için hasırın tüm yüzeylerini yumuşak bir bez ve su kullanarak yavaşça silin. [alt adımlar] Hasırınızdaki daha inatçı kir ve lekeler için bezinizde veya süngerinizde yumuşak bir sabun kullanmayı deneyin, ancak daha sonra sadece suyla silin.
Şıklar:
A- Ayrıca kir ve lekeleri nazikçe fırçalamak için aşındırıcı olmayan bir yöntem olarak suya tuz da ekleyebilirsiniz. Hasır üzerinde oluşan küf veya mantarı ortadan kaldırmanız gerekiyorsa, kumaşınızın üzerine bir ölçü beyaz sirke ve üç ölçü su karışımı ekleyin.
B- [başlık] Ahşap cilası çıkarıcıyı iki ölçü su ve bir ölçü seyreltilmiş sirkeyle seyreltin. [adım] Bir litre sirkeyi ölçün ve bir litre suya dökün; yaklaşık bir çay kaşığı kadar miktar yeterli olacaktır.
C- [başlık] Hasırı durulayın ve kurulayın. [adım] Hasırı akan su altında durulayın veya bir havluyla hafifçe kurulayın.
D- Sert kimyasallar hasır malzemelere zarar verebileceğinden, aşındırıcı kimyasallar içeren sabun kullanmayın. [başlık] Lekelerin döşemeye nüfuz etmesini önleyin.",A,A
"[başlık] Nasturtium pesto nasıl yapılır [başlık] Yaprakları ve çiçekleri hazırlayın. [adım] Bunları yıkayın ve kurutun. Yapraklar büyükse ikiye bölün.
Şıklar:
A- [title] Yaprakları, çiçekleri, sarımsakları ve cevizleri karıştırıcıya yerleştirin. [adım] Zeytinyağını dökün ve parmesan peynirini ekleyin.
B- Yapraklarını ve çiçeklerini soyduktan sonra biberleri kabuklarıyla birlikte bir kavanoza koyun. Biberler kalın ve gevrek bir macun oluşturacak pesto ile tamamen kaplanana kadar kavanozu sallayın.
C- Sapını ve dış derisini bir baltayla kesin. Biber kaldıysa onun yerine onu kullanın.
D- Küçüklerse ikiye bölün. Kuruduktan sonra fırınınızı 170°f'ye (14°c) ısıtın.",A,A
"Küçük bir grup insanın birbirleriyle ip salladığı ve ip atlamayla jimnastikçi rutini yaptığı görülüyor. adam
Şıklar:
A- sallanmaya devam edin ve el çırparak ve eğilerek bitirin.
B- bir kez daha alın ve yumruklarınızı kameraya doğru sallayın.
C- atlama ipi boyunca çeşitli taklalar ve numaralar yaparak ve sırayla birbirleriyle geriye ve dördüncüye geçin.
D- Ağırlıkları yukarı aşağı kaldırın ve sahneye çıkmadan önce kalabalığa el sallayarak rutini sonlandırın.",C,C
"Daha sonra eliptik bisiklette bacakların nasıl hareket etmesi gerektiği gösteriliyor. Kırmızılı kadın ayrıca eliptik bisikletle çalışmanın faydalarını açıklıyor. makinedeki kadın
Şıklar:
A- makine eliptik bölümün nasıl çıkarılacağını açıklarken geriye ve dördüncüye doğru hareket eder.
B- izleyicilere eliptikte egzersiz yapmanın doğru yolunu göstermeye devam ediyor.
C- egzersiz makinesini kullanmakla bir arkadaşını kullanmak arasındaki farktan bahsetmeye devam ediyor.
D- artık başkalarıyla iletişim kurmaya başlıyor ve daha da fazla kadının kadın egzersizi yaptığı görülüyor.",B,B
"[header] Plastik lens camlarındaki çizikler nasıl giderilir [title] Çiziklerin gerçekte nerede olduğunu belirlemek için lenslerinizin yüzeyini temizleyin. [adım] Gözlükler için özel olarak üretilmiş bir temizleyici ve temiz bir mikro fiber bez kullandığınızdan emin olun. Bunu herhangi bir gözlük mağazasından veya göz doktorunun ofisinden alabilirsiniz.
Şıklar:
A- [title] Çiziklere su ve pamuk toplarından oluşan bir solüsyon uygulayın. [adım] Pamuk toplarını ıslatın ve çözeltinin çeyrek boyutunun tamamını bezin üzerine damlatın.
B- Bardaklarınızın çizik yüzeyini ılık su ve deterjan kullanarak bezle iyice temizleyin. [alt adımlar] Gözlüklerinizin yapıldığı malzemeye bağlı olarak, lens muhafazası da dahil olmak üzere lenslerdeki çizikleri temizlemek için eski bezler kullanabileceksiniz.
C- Kendi kullanımınız için kullanmak üzere temizleyiciyi bir kaseye boşaltın. Paslanmaz çelikten yapılmış veya yerel bir ayakkabı mağazasından satın alınan gözlükler için güvenli olmalıdır.
D- Hatta oradan gözlük aldıysanız muhtemelen size bedavaya vereceklerdir. [title] Lenslerinize çizik giderici uygulayın.",D,B
